Sentence,Sentiment,TestRandomSentiment,TestVaderSentiment,TestKerasSentiment
id give anything bad im tennessee,-1,-1,-1,-1
lot boring without maria,-1,-1,-1,-1
would join shopping work weekend six degree,-1,0,1,0
potential loss finger think get po charge full proof,-1,-1,-1,-1
see think thought smile caught radio big grin face,1,-1,1,1
dang really look like sigh min shower min get ready,-1,-1,1,-1
justin timberlake totally rock snl tonight ooh happy mother day another tool,1,0,1,1
exam sexy time,0,1,1,0
head airport,0,0,0,0
bad whole weekend sorry,-1,0,-1,-1
gah get song itunes im happy theyre awesome keep,1,-1,1,1
true u download tweetdeck yet literally amaze,1,1,1,1
cant make manager switch schedule im closing,0,1,0,0
_ hey watch dont post many advert twitter feed wouldnt normally follow blog interest,1,1,1,1
thats lot mango haha ahh haha joke lang,0,0,1,0
happy mother day mommy mine love mommy,1,1,1,1
movie award,0,0,1,0
actually quite good,1,0,1,1
want see drag hell get feel none friend go w,-1,0,-1,-1
glad blast,1,0,1,1
call,0,1,0,0
tire lot look forward game tomorrow break constant program,0,0,0,-1
dont want quit job,0,0,-1,0
spent half day something wasnt even within control doesnt always mean high,0,0,1,0
feel headache grow,-1,-1,0,-1
hi im ok still feel great,-1,0,1,1
look painful poor bb,-1,1,-1,-1
think mow lawn allow do teenager suck well mow,-1,0,0,-1
cant wait long,0,-1,0,0
happy mother day hope awesome dayand good rest night,1,-1,1,1
haha ask beautiful ur voice curse u super cool beautiful woman likely lol,0,1,1,1
many r become blame mc,-1,1,-1,-1
cant go sleep tech support email back,0,0,1,0
funny love almost fell haha,1,0,1,1
next movie terminator gon na spring year,0,0,0,0
wish give one last kiss,1,0,1,1
nice meet ya,1,1,1,1
say,-1,-1,0,0
time get ready work,0,1,1,0
haha kinda make sad though,-1,-1,0,-1
history rock,-1,1,0,0
yes yes indeed nut like though rich x,-1,1,1,-1
watch movie,0,-1,-1,0
change work,0,0,0,0
im morning dont know coffee energy drink help get go morning,0,-1,1,0
play window rc,0,-1,1,0
yes monday hard hope great day get point sun,0,0,1,0
sunday morning bird chirp hop best pray best,1,1,1,1
want laundry well,0,0,1,1
itunes upgrade zero know one version like best,1,-1,1,1
look like delicious recipe try tonite,1,0,1,1
water plant head farm dont popcorn look good,1,-1,1,1
thought think shed shed manage,0,0,0,-1
cant send dream story twitter send bebo mail x,0,0,-1,0
sound good one also fun,1,1,1,1
raise price work mean people tip less yay,-1,0,1,-1
go back home tonight,0,0,0,0
feel eye hour screen upload new summer store,-1,-1,0,-1
hahah im way lazy check phone ooo,-1,-1,-1,-1
rise release thursday gon na get,0,-1,1,0
oh dear late good ol michigan well look forward chat hour,1,1,1,1
ooooh im jealous might try get saturday exam monday im gon na fail,-1,1,-1,-1
goodnight ipod still found old mp see long hold,1,-1,0,1
red car hopefully,1,1,1,1
sorry found member preview sell awhile open noon general public,-1,1,-1,-1
well go put clothes guy even pjs warm,0,1,1,0
fell austin even guy shouldnt look hahaha,1,0,-1,-1
happy mother day mum,-1,1,1,1
still sick still love revenge revenge come,0,-1,-1,0
love printer decide print black hr interview new work morning,1,-1,1,1
ohhhh make sense need lose three book long time ago im sad,-1,0,-1,-1
im finally go home didnt get finish work ill back tomorrow,0,0,-1,0
sneeze three time quick three four record,-1,1,1,-1
coach say come along way faster alot people oh yeah who man ohh sore,-1,-1,-1,-1
o_o thats cool dang clean room lol good luck job gurl,1,1,1,1
guess happen butt yesterday yes anna finger come visit say nothing,0,1,1,0
thank couldnt resist,0,0,1,1
follow,0,1,0,0
youre welcome much longer color,0,-1,1,0
gooood miss hope fun inlaws haha,0,1,1,0
gift box message due hehe na,-1,-1,1,0
set chuck bass new york hotel bad werent film today,-1,-1,-1,-1
today productive gym lot write later,0,0,0,1
sometimes come back car thing suck feel yucky,-1,1,-1,-1
wan na drinking pub,0,1,0,0
would love come visit korea next flight,1,1,1,1
grill dinner last night senior final dinner steak mango sausage hot wing grill,0,-1,0,-1
download music hour love happens,1,-1,1,1
wow spam really everything cover mine almost stuff,-1,-1,1,-1
nah dont finish til next u bad news graduation,-1,-1,-1,-1
get smile,0,-1,1,1
cant sleep happy keep company,0,0,-1,1
something outside bell wont stop ring think child bike,0,1,1,0
need buy cheap verizon phone,0,1,0,0
love stay tune fellow follow people though youll turn get follower,1,0,1,1
watch rd jonas ep,0,-1,0,0
school im gon na miss bunch people,-1,1,-1,-1
vote couldnt,-1,-1,0,0
ate chocolate,0,-1,0,0
im still work,0,-1,0,0
awake give im go ready today,0,1,1,0
text twitter sometimes dont receive phone,0,-1,0,0
day write,0,1,0,0
hot texas ac broken really hot house,-1,-1,-1,-1
headache heat,-1,0,0,-1
friday night still saturday morning already,0,0,0,0
killer best bit disappointed last song cut short watch full,0,0,-1,0
juice even let use computer,0,-1,0,0
dont get thomas thing u keep artist run u shes jersey,0,-1,0,0
really want ring cost much dam credit,-1,-1,1,-1
eww gross lady keep look weird ha ha another smile ask army lol,0,1,1,0
im disgust regard happen last night correct without reading story first,-1,0,-1,-1
yes non test condition,0,-1,1,0
extremely clever dear,1,1,1,1
sunny im bore sad call text,-1,-1,-1,-1
instal office mac mess font safari stick help cant even read solution online,-1,-1,-1,-1
pass driver test wait dont turn till october,0,-1,0,0
aww thats sweet glad shes home happy mother day,1,1,1,1
cheer mate still get wednesday ok incredibly man,1,1,1,1
listen band recommend really like friday night boy,1,-1,1,0
follower important feel bit,1,-1,1,1
school want read eclipse page read,0,0,1,0
yo wats u doin day u havnt reply,0,1,0,0
sound like good,1,0,1,1
meant cnt help stop gud dat u everything u think fair,0,1,1,0
one ever give info im sad,-1,0,-1,-1
watch neighbour,0,1,0,0
im jumping near bridge cant,-1,1,0,-1
im go show cant wait,1,0,0,0
say miss,-1,-1,-1,-1
miss mcfly last night much front row centre danny make laugh much lol,0,0,1,-1
another one bite dust,0,1,0,0
oh bring home im full delicious one philly,1,0,1,1
wait amy go see hannah movie,0,1,0,0
didnt yet never texted,0,-1,0,0
smile follow please lol,1,1,1,1
lucky bed ice cream sore couch,0,0,1,0
omg supernatural good news week,0,-1,1,1
there yous there,0,0,0,0
today good day cold,0,1,1,1
woke didnt full wasnt sick top go run wan na go back bed,0,0,1,-1
aww,0,-1,0,0
hate hate hate hate hate hate mother day,-1,0,-1,-1
ï½ cant im sister house tonite,-1,-1,0,-1
go search area would like dream home also home home base business one day soon,0,0,1,0
good morning,1,-1,1,1
oops excite problem,0,-1,1,0
go see ya later guy,0,-1,0,0
please ill settle cheap meeting deadline see new blog,-1,1,-1,0
im look forward joy f hop another race button get another well deserve win,0,1,1,0
lol hell yes im keen go sometime winter,1,-1,1,0
notice didnt get location right maybe way preview send would handy,0,-1,0,0
broken iphone,-1,0,-1,-1
yes saw village restaurant village square sign read,0,-1,1,0
oh ok keep bout checked ur page nice,1,0,1,1
ive lock mac twice time ok literally twice,0,1,1,0
im new dunno doo,0,-1,0,0
hope youre load fun love miss boy,0,-1,1,0
im fun fill even funeral home joy,1,1,1,1
everything,-1,1,0,0
night well,0,1,1,1
happy friday u know get copy bt art u fake twitter im n cant find thx,1,-1,-1,1
u get invite miss u,-1,0,0,-1
half time lunch,0,1,0,0
really really bore guess go bed,-1,-1,-1,-1
make want real shoe look,-1,0,1,0
still fight cold ugh,1,0,-1,-1
miss last night hon,-1,1,-1,-1
advice dont pressure wash foot hurt worth really want skin foot fyi ow,0,-1,1,0
im gunna another way talk ta yu,0,0,0,0
weekend start gon na watch star trek go another night instead,0,0,0,0
go shopping sport tour yesterday funny need brunch shower,1,1,1,1
meant agree reply lol happy mother day well soon,1,-1,1,1
need watch star trek,0,1,0,0
there nothing good tonight anyway,-1,0,-1,1
bf move city tomorrow currently life st sadness far away far street,-1,1,-1,-1
dont know im,0,0,0,0
bore,-1,0,-1,-1
go night anything get house,0,0,0,0
_m aww,0,1,0,0
morning sport day today race mr say im trip,0,-1,0,0
mother day happy mom day,1,1,1,1
britain get talent rather disappoint year,-1,0,0,-1
make sad,-1,1,-1,-1
tire want sleep stupid work get way,-1,0,-1,-1
family super nice little control son life family,1,1,1,1
hate cant make music worry money awe,0,1,-1,-1
great pic fun love food wine beer,1,-1,1,1
didnt read detail may sara kid show cant excite,-1,0,-1,1
ur way fun toooo,1,1,1,1
go get coffee,0,0,0,0
possibly go tonight anything miss,-1,1,-1,-1
listen,0,-1,0,0
wasnt suppose yesterday,0,-1,0,0
plus equal amaze,1,-1,1,1
sorry hear go get checked,-1,-1,-1,-1
thank huge response w blessing congratulation u anna indeed family church love much,1,-1,1,1
need coffee,0,-1,0,0
really need machine run shin suck,-1,1,-1,-1
thank share appreciate hadnt tweet odd hour get little tweet happy,1,1,1,1
problem look forward next tweet,1,1,-1,-1
almost really tire eye r really dry,-1,1,0,-1
need nap wont get one,-1,1,0,0
wif big big big happy family mommy day meal happy mommy day mommy,1,-1,1,1
good throw back coffee like right,0,-1,1,0
busy week week quick trip chase oil gas back office fun week team,1,1,1,0
lovely lunch curry rice baby yum,1,1,1,1
like term today list well list,1,-1,1,0
relax soo late love still basic one try find flower,1,1,1,1
cant sleep havent finish homework,-1,1,0,0
see wouldnt say love give one change c fan,0,0,-1,1
good morning,1,1,1,1
boot camp late oh well may la day anyway,-1,1,1,0
good let go get do,1,-1,1,1
today im sad cat year stop eat sick,-1,1,-1,-1
spent week whole pay shopping oh well im happy,1,0,1,1
late season doesnt air indian tv channel kinda download episode view online,0,0,0,0
know ur dog get old please dont grow,-1,1,1,0
girl year school,-1,-1,0,0
u notice kate,0,1,0,0
little bit upset ppl jerk,-1,1,-1,-1
wonderful get meet though,0,1,1,1
aww lose follower follow,-1,1,-1,-1
im go dance class,0,1,0,0
yes thats problem fail,-1,1,-1,-1
im friend anyone anymore,-1,-1,1,0
forgot live jonas brother facebook,0,1,0,0
back office fire alarm go due someone burnt food,-1,-1,-1,-1
little bottle jus,0,-1,0,0
dream think garden,0,0,1,0
want love,1,0,1,1
alright really wish guy couldve do show tennessee cant go one show,0,-1,1,0
yeah poor hope u fun look lakers haha enjoy ur time buddy,1,1,1,0
smh play dress lol cant see vid though work,-1,0,1,0
hmm idk song,0,1,-1,0
doesnt know twitter page,0,0,0,0
boy dont try front ii know,0,1,0,0
good even enjoy vacation boring pray david cook brother rip,0,-1,1,0
ahhhhh well least im,0,1,1,0
do english biology left im go die,-1,-1,-1,-1
way work cant bother,1,-1,1,-1
get right bad headache,-1,-1,-1,-1
right dont leave high dry,0,0,0,-1
aww thank honey get mommy daddy,1,0,1,1
certain show talk letter g camera cafe think answer question,0,1,1,0
stress hell still survive,1,-1,-1,-1
go friend house watch good old season episode supernatural love show soo much,1,1,1,1
hey guy want announce marathon let ready couple episode,0,-1,1,0
love cool great,1,1,1,1
hate watch news awful thing happen,-1,-1,-1,-1
well see year go maybe head back rate go want go bday,0,1,1,0
foot sore,-1,0,-1,-1
since get flood get repair thought,0,-1,0,0
exam hectic,-1,-1,0,-1
get grill take care morning quick shot hand dont ask,0,1,1,0
cousin confirmation confirmation party,1,1,1,0
day,-1,-1,0,0
hour,-1,1,0,0
get see hopefully meet guy next week wait way,1,-1,1,1
ugh head headache stop anyways love life right couldnt ask anything love happy,1,0,1,0
talk nat,0,-1,0,0
happy mother day,1,0,1,1
real window shopping found many thing want happen dollar,0,1,1,0
dear god hope save,1,0,1,1
enjoy weekend kid,1,-1,1,1
certainly,0,0,1,0
im guess thing since didnt hear stop weekend well talk bout ring etc,-1,-1,1,-1
wish lay listen wave crash,1,0,0,0
go bed early get lot important woman visit mother day tomorrow p midnight tonight happy bday boo bear,1,-1,1,1
poor d bed fever wont able walk relay life tonight feel bad he sad,-1,0,-1,-1
grab least hour half sleep girl get life,-1,1,0,0
please check id appreciate bunch,1,0,1,1
sunday learn abt,1,-1,0,0
like hubby get bad fun,-1,0,1,0
follow week would well ill go next week,1,1,-1,0
stomach bleh,-1,-1,0,-1
look old picture love miss good ol day,1,0,1,0
let anyone get tire take people pain time happy person without drama,0,0,1,0
mate,0,-1,0,0
wouldnt call cool reckon fit stupid category,-1,0,-1,-1
time,-1,1,0,0
try sample trial message ruin everything sample bug run slow poor st impression,-1,1,-1,-1
happy early mother day let quiet drove night sleep,1,0,1,1
im hang fone get hot,-1,-1,0,-1
oh usual warn new follower tend canuck game apology advance,-1,0,-1,-1
oh good cake,1,0,1,1
good stuff cant wait result,1,1,1,1
love one leave sunday sad,-1,-1,1,-1
yeah really want one probably winter may able get one,0,0,1,0
feel sick much cheese toast,-1,1,-1,-1
love much make smile time special cant u get scar try,0,1,1,1
thnks,1,-1,0,1
see date show good time still want picture,1,1,1,1
sad song sad,-1,1,-1,-1
heart girl let hang soon,1,-1,0,0
hahaha,-1,-1,1,0
ugh internet,-1,0,-1,-1
want hang play cant,-1,-1,1,0
want soo bad hate miss shoot,-1,-1,-1,-1
need new iphone case broke,-1,-1,-1,-1
actually accord least,0,1,0,0
aww know use chat become cool,0,1,1,1
heyyy always look nice wan na come friend party june th long weekend sydney,1,-1,1,1
hows fitness come along,0,1,1,0
get woken mom entire first floor flood furniture mom expensive rug soak ruin,-1,0,-1,-1
feel really sick teeth still hurt fml,-1,-1,-1,-1
eye still hurt think ill go sleep,-1,1,-1,-1
listen heart aka take lastfm need hour day tomorrow,-1,0,0,-1
whats wrong,0,0,-1,-1
always bit stuff pretty,1,-1,1,1
hot wont ready weekend sadness,-1,-1,1,-1
think kill mo old need new pet plant,-1,0,-1,-1
im sorry suck bad,-1,0,-1,-1
wait food,0,-1,0,0
also brain call,-1,0,-1,0
go well weather stayed good right bonus bed training morning work,0,1,1,0
bank holiday condition little cast rainy perfect lazy day dvd,-1,-1,1,-1
sure boot,0,0,1,0
want sign germany field trip,0,0,1,0
dont remind suppose meet homie show ack kill,0,1,-1,0
bad time,-1,0,-1,-1
beat top table wooo go sky sport virtual point,1,1,1,1
wasnt invite yall get either playin security told u quiet,-1,1,1,0
stand hot weather,-1,-1,0,-1
tomorrow,0,-1,0,0
cant beat time low soooooo want go metro station cheap shot wont able break bone,-1,0,1,-1
drink sleepin woot woot,0,-1,1,0
stop try reach,0,0,-1,-1
lucky mommy say big enough swim dog park today,1,-1,1,1
really cry shame,-1,-1,-1,-1
less feel sometimes hate feeling talk he dead funny,0,1,-1,-1
dont like bang want hair back,-1,1,-1,-1
law sorry computer cooperate lot work kid,-1,-1,-1,-1
stomach cramp sat bed hot water bottle hot milk toast feel like girl minus stomach cramp,-1,0,0,-1
crawl den night,0,-1,0,-1
go third,0,-1,0,0
cold cloudy million load wash,0,1,0,0
wonder picture arent show tweetdeck,-1,0,0,0
cant sleep tire goodnight maybe,-1,-1,0,0
mac believe wont regret,1,0,1,-1
sneeze,0,-1,0,-1
people skill,0,0,0,0
havent age dont forget bout ur aussie fan love ya,1,1,1,1
suffer hayfever much head bed air,-1,0,-1,-1
new york doll tomorrow night cancel refund available point purchase,0,-1,-1,0
wow easy thank,1,-1,1,1
tell ill beat doesnt share,-1,1,-1,-1
work til,0,1,0,0
yeah physically move apparently well mr,0,1,1,0
go day still new tattoo,0,1,0,0
woke happy mommy day everyones mom grandma,1,-1,1,1
heyy,0,0,0,0
get back sore surgery time,-1,1,-1,-1
hope migraine doesnt stick around long,1,-1,1,0
finally plug listen shoutout miss,-1,-1,-1,-1
get ta go cousin grad party,1,0,1,0
good morning get ready go hospital get cat scan best wish,1,0,1,0
time,0,-1,0,0
go work,0,1,0,0
hard get go today half night year old son,0,0,-1,-1
also lonely night wish could go doesnt bad dream,0,1,1,-1
weekend start healthy diet let see go keep ya post progress,1,0,1,-1
ohh tell bout couldnt stop munch stock run low buying today,0,0,-1,0
